"SeriesName"
"Star Trek: Deep Space Nine"
"Star Trek: Discovery"
"Star Trek: Enterprise"
"Star Trek: The Animated Series"
"Star Trek: The Next Generation"
"Star Trek: The Original Series"
"Star Trek: Voyager"
